url,titulo,num_imagenes,longitud_texto,caracteres_extranos,url_sospechosa,label,tiene_ssl,ssl_valido,longitud_url,dominio_gobierno_edu,nro_guiones,hsts,x_content_type_options,referrer_policy,csp,x_frame_options,cookies_seguras,tiene_favicon
http://localhost:8001,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8002,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8003,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8004,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8005,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8006,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8007,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8008,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8009,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8010,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8011,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8012,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8013,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8014,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8015,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8016,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8017,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8018,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8019,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8020,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8021,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8022,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8023,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8024,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8025,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8026,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8027,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8028,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8029,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8030,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8031,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8032,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8033,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8034,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8035,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8036,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8037,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8038,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8039,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8040,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8041,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8042,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8043,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8044,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8045,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8046,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8047,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8048,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8049,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8050,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8051,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8052,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8053,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8054,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8055,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8056,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8057,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8058,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8059,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8060,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8061,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8062,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8063,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8064,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8065,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8066,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8067,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8068,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8069,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8070,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8071,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8072,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8073,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8074,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8075,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8076,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8077,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8078,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8079,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8080,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8081,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8082,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8083,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8084,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8085,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8086,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8087,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8088,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8089,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8090,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8091,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8092,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8093,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8094,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8095,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8096,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8097,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8098,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8099,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8100,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8101,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8102,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8103,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8104,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8105,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8106,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8107,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8108,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8109,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8110,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8111,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8112,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8113,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8114,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8115,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8116,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8117,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8118,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8119,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8120,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8121,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8122,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8123,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8124,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8125,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8126,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8127,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8128,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8129,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8130,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8131,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8132,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8133,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8134,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8135,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
http://localhost:8136,,0,0,0,1,falso,False,0,21,False,0,0,0,0,0,0,0,0
